session_duration_sec,cart_value,total_lifetime_spend,total_orders,days_since_last_order,category_match,loyalty_tier_score,purchased
347.3,34.43,145.28,5,9,1,1,1
78.3,82.49,501.95,4,6,0,2,0
29.5,64.59,407.49,3,1,0,1,0
48.5,22.59,326.61,6,39,0,2,0
39.4,34.56,230.65,6,51,1,4,0
38.7,115.68,227.49,5,57,0,1,0
146.6,53.84,531.25,4,3,0,1,0
65.8,30.79,400.45,7,94,0,1,0
94.8,48.76,150.23,3,32,0,1,0
835.2,30.78,294.51,2,4,0,4,1
222.5,40.91,749.71,7,3,0,1,0
550.6,19.19,384.57,3,24,1,4,1
42.7,58.53,585.59,5,10,1,2,0
101.7,64.2,137.24,2,9,1,1,0
160.6,41.33,396.47,3,1,1,2,1
29.4,115.33,578.77,6,22,0,1,0
15.8,42.92,527.31,5,3,0,1,0
214.8,53.82,0.0,0,999,0,1,0
199.8,39.71,1032.86,7,6,0,1,0
110.2,45.62,1179.88,9,1,0,2,1
136.1,88.65,39.25,1,4,1,1,0
111.6,24.78,186.02,4,30,1,2,0
19.4,75.31,821.21,7,10,1,1,0
88.5,36.56,46.7,2,3,1,3,0
50.1,25.52,190.83,3,5,1,1,0
33.7,46.59,446.14,5,2,0,1,0
580.2,139.61,186.55,4,50,0,1,0
179.6,81.98,400.53,3,28,1,2,0
249.8,45.92,406.81,3,22,1,4,1
83.2,31.59,288.78,2,68,1,1,0
104.9,160.4,312.18,8,3,1,2,1
63.7,69.29,151.54,5,2,1,2,0
33.4,59.86,461.46,5,19,0,1,0
50.5,80.52,861.11,7,11,1,1,0
302.5,85.78,404.86,7,22,1,1,1
218.7,42.55,359.28,7,77,0,3,0
157.5,96.02,349.21,4,20,0,2,0
131.0,21.97,330.67,4,7,0,1,0
475.2,83.5,247.02,3,53,1,3,1
28.6,44.32,218.06,3,17,1,1,0
74.3,117.53,114.52,1,47,0,2,0
92.5,42.36,399.64,4,6,0,1,0
289.5,104.93,166.83,2,14,0,2,0
896.1,70.64,682.15,6,1,0,2,1
64.6,93.67,324.12,6,9,0,2,0
388.3,60.69,679.69,5,35,1,2,1
334.6,17.5,349.71,5,12,0,1,0
60.8,112.43,187.76,3,5,1,3,0
106.7,116.85,723.97,8,2,1,1,1
109.9,47.08,275.77,5,31,0,3,0
703.8,37.44,274.68,5,3,1,1,1
50.9,98.39,120.49,4,53,0,1,0
303.9,69.91,0.0,0,999,1,2,0
88.2,52.71,415.96,3,12,0,1,0
251.3,78.12,218.17,2,33,0,1,0
113.1,46.98,469.03,5,27,1,2,0
170.4,115.84,225.07,2,145,1,1,0
336.7,49.41,1019.47,7,2,1,1,1
308.5,98.4,127.49,2,63,0,2,0
377.4,60.63,151.98,2,31,1,2,1
26.1,72.79,286.04,5,71,0,1,0
227.0,157.42,110.87,5,39,0,2,0
42.1,43.24,325.83,5,48,0,3,0
111.8,94.51,146.55,5,51,1,1,0
158.2,136.26,0.0,0,999,1,3,0
107.8,92.44,791.2,7,60,0,1,0
147.0,119.79,476.19,8,38,1,2,1
1034.3,64.56,250.53,4,97,1,3,1
41.1,89.4,376.19,4,5,1,1,0
217.6,104.62,494.98,4,84,0,2,0
105.8,59.83,453.73,4,64,0,1,0
40.7,34.35,23.75,1,9,1,1,0
46.1,30.63,488.35,4,5,1,2,0
551.6,147.05,1076.59,8,33,1,2,1
396.1,133.03,95.06,3,37,1,1,1
442.6,38.0,240.22,2,41,0,1,0
873.9,119.76,263.62,5,62,1,1,1
57.0,78.58,127.75,3,27,0,1,0
94.1,61.09,362.82,4,11,1,1,0
214.1,37.2,642.93,7,64,0,3,0
134.0,55.77,243.64,3,19,1,2,1
112.6,32.67,274.47,2,19,1,1,0
94.7,50.06,102.82,2,23,1,2,0
177.2,32.14,393.32,4,60,1,1,0
169.3,23.73,439.7,6,116,1,1,0
46.7,121.55,267.18,2,7,0,2,0
129.9,53.63,111.8,3,5,1,3,0
160.1,74.35,184.67,6,12,0,2,0
167.0,41.83,596.24,4,78,1,4,1
57.5,52.06,760.29,8,25,1,1,0
259.1,31.48,692.76,5,1,1,2,1
19.6,147.85,365.34,5,29,0,1,0
93.9,13.65,492.79,5,27,1,4,1
287.7,100.78,110.23,1,3,0,1,0
164.4,41.33,1037.36,7,6,0,3,1
69.5,31.39,34.66,1,4,1,1,0
228.7,22.46,72.44,2,25,0,2,0
165.8,64.46,528.1,6,25,0,4,0
301.3,93.36,190.78,7,21,0,1,0
254.1,87.71,458.29,4,20,1,3,1
184.5,45.11,1190.39,8,29,0,3,1
135.6,51.79,250.97,2,36,1,2,0
40.7,30.8,218.22,4,109,0,2,0
69.5,34.33,991.54,8,26,1,1,0
112.8,121.32,304.87,3,11,1,1,0
179.6,17.61,71.05,2,121,1,1,0
144.8,16.17,374.28,4,4,1,2,0
76.2,38.03,409.74,3,13,1,1,0
16.2,146.8,288.45,5,77,1,1,0
138.4,60.31,211.37,2,95,0,2,0
75.5,211.0,101.61,4,35,1,1,1
253.8,48.14,513.79,4,1,1,2,1
19.4,89.57,140.32,3,20,0,2,0
173.2,111.66,495.61,5,89,0,1,0
525.9,188.91,88.15,1,73,1,1,1
49.5,40.21,456.28,5,74,1,2,0
129.8,59.88,52.99,1,12,0,1,0
32.3,52.92,648.79,7,58,1,1,0
191.9,94.1,393.43,4,37,1,2,0
158.9,137.47,75.31,1,74,1,1,0
109.2,137.23,306.97,3,34,1,1,0
147.6,39.63,44.9,1,16,0,1,0
423.4,34.43,259.91,3,34,0,2,0
54.3,88.09,226.37,2,15,1,3,1
19.1,28.33,203.52,3,1,1,3,0
371.1,95.48,440.69,6,56,1,1,0
169.9,59.8,289.43,7,63,0,1,0
413.4,124.56,300.42,3,46,1,1,1
178.6,112.96,216.34,6,9,0,3,0
314.1,64.63,1021.26,12,5,1,3,1
116.1,26.74,94.71,2,7,1,4,1
264.4,28.27,45.24,1,23,0,2,0
454.6,61.74,129.83,4,11,1,1,1
167.8,79.4,132.92,2,70,1,3,1
50.9,48.73,1062.11,8,26,0,1,0
71.4,32.37,394.55,4,20,0,3,0
54.9,49.8,363.85,3,68,1,2,0
66.0,125.13,139.58,4,3,1,4,1
80.9,49.81,0.0,0,999,1,1,0
160.8,40.52,211.56,3,54,0,2,0
174.6,27.7,527.2,4,39,1,1,0
115.1,57.26,531.86,5,4,1,2,0
187.0,113.66,251.29,3,2,1,1,0
30.3,116.92,354.38,6,6,0,1,0
31.5,35.38,475.17,4,11,1,2,1
48.9,64.95,270.96,2,32,1,1,0
146.4,37.64,538.71,6,3,1,4,1
58.3,47.21,76.94,3,7,1,1,0
75.0,56.61,221.36,4,8,1,1,0
107.0,43.39,350.86,3,37,0,1,0
315.7,7.74,0.0,0,999,0,1,0
17.5,148.11,304.11,3,11,0,3,0
203.6,40.35,352.75,4,1,0,3,0
213.9,38.32,966.02,7,4,1,1,0
303.5,35.25,119.82,2,27,1,1,0
500.9,21.29,77.99,1,33,1,1,0
18.7,150.74,85.26,3,45,1,3,0
45.1,59.04,747.87,6,23,0,1,0
406.2,80.0,311.78,5,11,1,2,1
125.4,73.79,1024.66,9,12,1,3,1
164.7,42.58,20.39,1,35,1,3,0
210.8,58.92,265.53,2,19,0,2,0
219.6,90.99,585.42,4,6,1,1,1
498.2,22.99,405.47,5,1,1,2,1
1057.6,46.67,413.69,5,10,1,1,1
244.2,51.86,400.51,4,47,0,2,0
75.9,41.73,587.06,4,36,0,1,0
396.3,41.23,370.46,4,4,1,2,1
24.1,65.99,29.6,1,20,0,1,0
62.3,128.79,0.0,0,999,1,3,0
424.8,77.74,148.95,2,22,0,1,0
68.3,34.65,594.56,5,4,1,4,1
59.9,236.78,237.74,4,38,1,1,0
41.8,129.52,140.18,1,29,0,1,0
367.8,43.67,372.03,3,10,0,1,0
139.8,130.67,374.72,6,161,1,4,1
217.2,66.91,328.79,5,30,1,1,0
64.2,27.26,174.63,2,11,1,2,0
270.4,120.98,98.84,3,15,0,1,0
271.9,34.65,438.86,4,82,1,1,0
82.5,79.89,198.38,2,8,1,2,0
110.2,64.73,122.86,2,8,0,1,0
57.4,83.97,514.73,5,28,1,1,0
690.6,157.54,98.32,3,14,1,2,1
201.7,58.38,718.83,5,12,1,1,0
505.7,27.03,86.12,3,18,0,1,0
80.1,37.83,62.75,1,59,1,2,0
289.1,25.76,584.68,4,61,1,1,0
276.3,20.76,215.36,3,36,1,2,1
226.8,112.21,270.26,2,29,1,2,1
621.7,63.35,79.23,2,1,0,1,0
105.0,54.23,28.68,1,28,1,1,0
40.2,44.32,136.25,4,102,1,1,0
215.5,96.96,439.1,3,60,0,3,1
250.2,139.51,126.16,4,6,0,1,0
169.0,34.0,418.9,4,120,1,3,0
56.7,78.02,309.11,4,9,1,1,0
141.4,107.55,527.61,4,5,1,1,0
82.4,68.79,407.82,7,12,0,3,0
115.4,92.3,166.31,7,5,0,2,0
201.5,26.8,351.95,3,9,0,1,0
261.1,141.8,193.08,2,13,0,1,0
62.6,97.24,458.91,6,30,1,1,0
108.6,82.79,557.93,9,32,0,1,0
71.4,103.11,821.56,6,26,1,1,0
54.9,48.97,35.83,1,12,0,3,0
290.3,30.13,38.38,1,101,1,1,0
446.9,25.89,65.78,3,12,0,2,0
98.2,23.36,176.6,6,17,1,1,0
265.5,77.35,394.34,3,19,1,1,0
424.1,45.55,492.7,4,1,1,1,1
351.9,136.6,33.31,1,19,0,1,0
51.3,120.13,485.5,4,14,0,2,0
578.4,96.85,413.35,4,3,1,1,1
100.1,84.47,422.24,6,55,0,2,0
89.6,37.73,154.73,5,41,0,3,0
26.6,42.29,393.22,4,11,0,1,0
134.9,37.62,774.95,6,10,1,3,1
35.8,29.5,821.61,11,78,0,2,0
66.4,55.27,225.51,3,7,1,3,0
83.6,106.7,509.88,4,68,0,2,0
312.8,53.08,379.02,8,3,0,1,0
390.0,36.39,296.95,7,61,1,2,1
79.8,53.11,772.98,7,26,0,1,0
367.2,65.69,842.72,8,50,1,4,1
365.4,43.16,692.88,5,4,1,2,1
275.4,55.55,317.26,5,18,1,2,1
43.6,234.39,185.04,4,20,1,4,1
226.0,22.89,302.99,4,24,1,1,0
537.2,13.9,209.68,3,33,0,2,0
221.5,62.85,425.86,3,17,1,1,0
87.5,75.24,696.44,5,20,1,1,0
140.0,53.84,226.98,3,16,1,2,0
201.8,31.2,441.75,6,40,0,1,0
143.6,135.17,233.55,3,79,0,1,0
38.0,60.58,230.03,2,4,1,1,0
82.3,64.64,91.51,1,12,0,1,0
306.9,95.9,287.15,5,9,0,2,1
370.7,52.46,599.67,5,93,1,2,1
41.6,49.47,412.49,3,30,1,1,0
563.0,135.17,793.16,7,6,1,1,1
86.8,18.61,135.91,3,17,0,4,0
210.4,72.84,614.65,5,22,0,1,0
265.9,68.97,594.25,4,33,1,1,0
315.8,45.23,545.35,5,8,1,3,1
539.5,53.89,155.12,3,23,1,3,1
82.6,128.23,41.44,2,54,0,4,0
367.0,34.58,70.1,1,36,1,3,0
40.4,92.16,324.53,4,4,1,1,0
234.8,59.43,138.26,1,80,1,2,0
258.8,86.37,402.23,4,14,1,1,0
218.8,76.01,169.83,3,19,1,3,0
67.3,13.4,659.55,6,39,0,2,0
386.5,34.05,95.95,3,21,0,1,0
48.3,37.5,334.22,7,30,0,2,0
24.9,31.0,350.35,3,22,1,1,0
242.5,40.64,351.84,6,13,1,2,1
131.1,64.55,96.19,4,20,0,1,0
355.4,101.36,422.9,5,13,1,1,1
102.0,24.93,422.19,4,20,1,1,0
48.2,59.97,245.15,2,8,1,1,0
340.9,70.53,119.57,2,3,1,2,0
158.3,112.99,451.17,6,40,0,2,0
52.8,144.33,554.12,6,5,0,1,0
244.4,52.24,89.12,3,57,1,1,0
143.8,31.46,137.08,3,15,0,1,0
181.9,73.4,272.01,4,10,1,1,0
126.2,32.43,218.93,4,18,1,2,0
332.6,69.77,241.67,3,6,1,3,1
333.5,36.34,522.98,5,63,0,3,0
237.4,80.54,180.32,2,6,1,2,1
35.0,37.98,482.59,4,23,0,2,0
343.6,136.5,405.7,4,6,0,1,0
215.1,59.58,289.74,5,2,0,4,1
229.9,19.91,249.17,7,53,0,1,0
96.2,103.14,515.8,5,27,1,1,0
395.6,52.74,190.22,4,3,1,1,1
247.6,84.24,122.85,2,74,1,1,0
36.5,104.29,616.88,5,17,0,1,0
109.3,61.55,242.94,5,19,0,1,0
406.5,23.88,359.67,4,23,1,1,0
23.7,65.1,193.96,6,9,0,2,0
600.9,125.82,296.6,4,27,0,3,1
219.6,55.74,442.31,3,10,0,1,0
194.6,76.11,288.14,2,60,0,2,0
71.8,34.78,858.34,6,58,1,1,0
66.5,21.29,681.6,7,22,1,2,0
527.7,53.44,116.62,2,25,1,2,1
78.8,60.46,198.43,3,163,1,1,0
283.9,111.63,233.93,5,53,1,3,1
104.9,62.86,163.44,5,3,1,1,0
42.0,106.53,83.9,2,7,0,2,0
16.9,44.78,242.23,3,30,0,1,0
156.4,23.44,117.57,5,16,1,3,0
684.7,78.72,710.48,5,54,1,1,1
97.9,133.72,651.08,7,34,1,2,1
94.5,40.92,212.79,5,154,0,2,0
90.9,85.77,444.75,6,1,0,1,0
147.3,87.68,68.92,1,19,1,2,0
119.6,21.44,257.19,2,18,0,1,0
396.5,52.01,213.99,6,19,0,4,1
141.8,90.01,151.77,2,72,1,4,0
142.6,73.25,562.35,5,18,0,2,0
41.8,90.05,274.06,4,53,0,2,0
745.7,81.29,598.38,9,33,0,1,1
66.8,56.18,321.28,5,22,0,1,0
28.7,60.36,476.25,4,39,1,1,0
210.9,109.86,106.53,3,9,0,2,0
177.9,65.03,394.11,3,6,1,2,0
111.6,37.5,146.08,5,113,1,3,0
113.7,52.52,491.76,8,17,1,3,1
291.7,75.95,352.88,5,12,0,1,0
54.2,105.81,355.83,5,11,0,2,0
323.9,21.13,177.59,4,32,1,2,1
203.3,50.8,590.46,6,186,1,3,1
112.7,101.16,394.82,5,74,1,1,0
125.3,34.5,93.78,1,17,1,2,0
68.4,34.61,399.76,4,75,1,3,1
266.1,59.92,89.75,2,21,1,1,0
144.5,20.08,698.19,5,4,0,1,0
84.6,154.96,255.82,2,7,1,1,0
178.2,75.38,638.46,5,10,1,3,1
997.3,85.59,623.8,7,83,1,3,1
117.9,114.31,253.21,2,127,0,3,0
471.2,206.42,406.29,4,9,1,2,1
91.2,56.31,157.14,2,17,0,1,0
25.1,20.95,706.92,6,132,1,1,0
56.1,71.41,195.99,2,62,1,1,0
112.6,35.89,101.31,5,20,0,1,0
59.6,27.58,748.05,5,20,0,1,0
15.0,43.47,227.64,3,70,0,1,0
458.7,55.65,282.97,3,1,1,1,0
349.3,115.52,145.54,2,88,1,1,0
259.1,157.34,132.16,4,4,0,2,0
48.1,29.98,642.11,5,77,0,2,0
38.1,45.47,108.73,1,3,1,2,0
27.6,83.3,638.54,5,115,1,1,0
246.7,90.24,82.91,1,1,0,1,0
490.6,32.23,983.38,8,110,0,2,0
116.4,101.26,494.81,4,3,1,2,0
37.8,37.39,191.16,3,5,0,2,0
144.3,31.4,82.12,4,109,1,3,0
92.2,81.2,395.32,3,52,1,2,0
99.6,117.36,176.01,4,61,1,1,0
189.8,71.4,930.53,7,19,0,2,0
243.3,64.34,301.14,3,3,0,1,0
36.1,56.32,615.1,6,6,1,1,0
21.5,62.16,156.42,3,85,0,1,0
946.1,51.62,217.02,3,16,1,1,1
62.7,82.64,121.14,2,47,0,2,0
25.0,62.19,89.49,2,39,1,3,0
52.9,199.03,456.74,4,22,1,1,1
22.2,73.18,194.76,6,65,0,2,0
104.5,51.68,259.67,3,35,0,1,0
306.9,30.26,358.72,4,45,1,1,0
90.1,32.82,576.8,4,60,1,1,0
120.7,75.03,266.04,2,9,0,1,0
217.6,42.02,503.52,6,12,1,1,0
143.0,66.34,648.72,5,47,1,4,1
370.8,121.36,245.55,2,59,0,2,0
376.8,26.4,94.51,4,30,0,2,0
16.8,53.81,839.27,6,165,1,1,0
286.0,11.48,547.14,5,70,1,1,0
126.2,21.53,644.12,6,53,1,3,0
824.2,67.91,1014.77,9,10,0,1,1
133.8,23.1,246.1,5,14,0,1,0
795.3,25.98,71.38,3,15,1,1,1
267.9,147.0,150.42,3,4,1,2,1
66.4,39.37,739.77,6,44,0,1,0
154.1,31.35,585.91,6,18,0,1,0
887.2,120.88,267.86,4,32,1,1,1
365.8,31.19,256.99,5,41,0,1,0
33.4,72.46,867.85,7,1,0,1,0
235.6,73.72,238.57,3,2,1,1,0
91.3,97.36,497.63,5,14,0,1,0
16.3,28.0,108.17,5,35,0,1,0
108.0,34.4,151.78,2,22,1,4,0
63.2,39.68,66.02,3,92,1,1,0
322.5,35.42,244.73,2,10,0,3,0
89.1,93.56,314.42,6,4,0,1,0
331.3,73.8,166.9,4,4,0,2,0
15.1,80.68,1825.61,13,9,0,1,1
81.2,20.78,22.34,1,9,1,1,0
64.7,66.87,137.15,3,16,1,1,0
62.9,132.32,256.31,5,28,0,2,0
27.7,184.2,634.82,5,10,0,2,0
52.3,43.96,449.24,4,24,1,1,0
161.0,98.59,583.05,4,22,1,2,1
77.0,34.97,772.32,7,13,0,3,0
112.2,21.32,152.16,3,19,1,2,0
100.1,22.21,166.75,4,16,1,3,0
390.6,121.96,236.41,2,99,1,2,1
439.3,46.04,685.59,5,3,0,2,0
137.2,40.5,969.62,7,48,1,3,1
87.1,91.62,240.49,2,13,0,2,0
35.3,25.36,246.54,2,7,1,3,0
566.9,78.52,106.11,1,68,1,2,1
26.2,51.57,925.26,8,21,0,1,0
78.6,173.95,70.17,2,24,0,1,0
78.7,45.23,188.39,3,18,0,3,0
84.5,54.05,159.11,2,18,0,1,0
47.3,22.0,638.17,6,39,1,4,0
290.1,189.77,445.79,6,47,1,2,1
38.5,47.2,343.75,5,52,1,1,0
196.4,151.04,373.07,4,25,1,1,1
38.8,17.89,356.38,5,40,0,2,0
28.2,69.97,58.86,2,50,1,1,0
447.3,178.0,1314.22,9,38,0,1,1
53.0,39.45,421.2,3,8,1,1,0
324.9,67.14,75.21,3,41,1,1,0
156.6,124.38,266.38,3,35,0,1,0
29.6,47.61,225.32,2,4,0,1,0
575.0,21.52,99.28,1,35,0,2,0
66.1,43.27,527.52,8,69,0,2,0
368.4,70.55,248.85,2,18,1,1,0
48.3,70.06,499.59,5,5,1,2,0
361.3,88.65,51.06,1,31,1,2,1
17.4,33.98,397.84,4,9,0,1,0
144.1,169.83,167.12,3,26,1,2,1
279.1,34.73,292.38,3,37,0,1,0
506.4,62.16,596.81,5,24,0,2,0
446.8,72.11,296.65,5,13,0,1,0
323.3,67.97,340.37,6,64,0,2,0
409.4,28.13,343.41,3,5,1,3,1
55.0,126.14,86.09,1,2,0,2,0
75.2,41.96,76.09,2,58,1,2,0
76.4,75.99,181.88,2,2,0,2,0
100.2,66.76,212.43,2,22,1,1,0
105.0,66.59,419.36,5,26,1,4,1
156.6,20.31,707.99,7,14,1,2,1
46.4,39.72,134.86,2,11,1,1,0
226.5,75.55,670.58,5,45,1,2,1
48.0,21.06,307.17,6,15,0,3,0
81.9,51.44,282.87,5,5,0,3,0
141.0,63.18,844.03,7,21,1,3,0
301.5,86.05,110.09,4,43,1,1,0
257.1,62.37,593.44,4,13,1,1,0
201.7,52.5,407.09,4,5,1,3,1
45.5,68.68,624.84,5,14,0,2,0
157.6,50.51,575.48,6,26,0,3,0
31.5,33.2,0.0,0,999,0,1,0
100.3,42.97,764.46,10,9,0,2,0
111.0,74.97,379.91,4,117,0,2,0
22.3,52.79,212.1,2,8,1,2,0
72.6,222.0,411.75,3,3,1,2,1
575.8,27.32,73.56,3,19,0,2,0
567.8,73.56,204.95,6,3,0,1,1
93.2,80.68,439.14,4,1,0,4,0
22.9,61.46,129.53,2,1,0,2,0
50.5,48.47,432.42,4,12,1,3,0
104.6,58.35,198.42,4,3,0,1,0
546.4,58.6,305.02,3,8,0,1,0
42.4,140.86,492.93,6,35,0,1,0
274.5,16.83,71.96,2,12,1,2,0
35.7,32.68,281.65,2,29,0,1,0
730.9,68.96,368.96,3,18,1,2,1
101.5,107.78,486.16,4,71,0,1,0
283.7,34.03,221.2,2,40,1,1,1
90.5,28.54,68.33,3,63,1,1,0
192.8,54.1,85.6,1,25,1,1,0
53.4,32.83,117.62,1,50,0,2,0
43.4,54.35,144.53,3,32,0,3,0
515.7,33.25,199.97,2,45,0,3,1
464.4,86.88,985.83,7,38,1,1,1
408.2,33.86,471.52,4,12,1,4,1
191.8,18.89,273.58,3,5,0,3,0
312.3,87.07,301.45,5,54,0,1,0
27.9,59.11,411.0,4,3,0,3,0
88.4,45.23,112.87,1,31,0,1,0
82.8,46.05,617.46,6,148,1,1,0
196.7,63.27,354.61,3,7,1,3,1
94.2,28.59,225.21,4,45,1,3,0
43.9,23.11,430.08,5,101,1,1,0
178.3,33.8,182.65,2,23,0,2,0
318.1,48.58,158.43,5,28,1,1,0
101.7,32.07,214.75,5,16,1,2,0
40.5,140.38,239.44,4,20,1,3,0
54.4,33.81,104.83,4,33,0,1,0
63.8,60.51,201.47,4,68,1,2,0
79.2,77.81,527.28,6,100,1,3,0
200.3,115.86,180.85,2,26,0,2,0
180.4,153.28,419.4,8,51,1,2,1
229.4,188.09,572.17,4,44,0,1,0
96.0,112.58,484.39,6,10,1,3,0
327.7,102.54,102.85,1,21,0,2,0
56.1,29.83,95.79,4,38,0,1,0
129.0,80.54,71.89,1,5,0,2,0
305.5,50.26,180.95,2,71,1,2,0
50.8,50.58,484.74,8,17,1,2,1
35.9,45.41,169.11,4,20,1,3,0
402.3,29.4,323.04,7,67,1,1,0
90.6,40.93,564.56,7,7,1,1,0
222.3,32.67,204.62,7,2,0,3,0
19.6,16.84,201.92,4,12,1,2,0
225.8,126.31,454.16,4,6,1,1,1
83.4,59.77,239.58,5,140,1,1,0
25.3,61.26,140.81,4,28,0,3,0
184.4,56.46,61.78,2,28,1,1,0
64.6,107.41,1188.28,8,52,0,3,0
103.0,64.72,125.17,4,10,1,2,0
30.1,128.69,229.06,3,25,1,2,0
43.7,85.38,605.08,7,6,1,2,0
78.7,36.56,1017.76,7,4,1,1,1
31.9,117.46,679.21,5,20,0,1,0
450.1,71.81,50.9,1,81,1,2,0
16.1,55.67,217.08,7,20,1,1,0
134.0,100.19,230.79,3,20,0,1,0
38.7,60.17,132.48,4,66,1,2,0
81.2,89.77,266.49,2,12,1,1,0
483.8,26.49,334.47,3,23,1,1,1
46.7,60.98,570.77,4,6,1,1,1
622.8,38.15,470.14,5,62,0,1,0
56.5,184.27,471.63,7,2,0,1,0
258.6,123.54,255.25,3,18,1,1,1
157.4,67.08,163.6,4,11,0,1,0
403.5,116.95,160.4,2,10,1,2,1
160.3,38.59,299.66,2,10,1,2,0
152.7,44.18,439.06,4,16,0,1,0
54.1,14.77,112.43,4,77,1,1,0
47.7,87.07,343.01,3,41,1,1,0
461.9,13.76,132.34,4,73,1,1,1
86.5,41.37,495.49,7,8,1,1,0
98.8,25.95,611.06,5,63,1,2,0
271.7,105.88,146.61,4,19,1,1,1
89.5,173.84,232.23,4,131,0,1,0
561.8,95.37,136.15,3,30,0,1,0
256.0,85.69,532.45,4,22,1,1,0
178.8,67.54,78.46,2,86,1,1,0
398.0,64.02,179.3,2,16,1,2,0
24.2,34.32,167.37,3,46,1,3,0
68.5,20.56,171.89,2,22,1,3,0
127.6,63.21,292.3,7,44,0,2,0
61.3,72.37,710.91,6,11,0,1,0
260.2,72.09,621.63,6,18,1,1,1
467.9,78.41,128.23,5,14,0,1,0
114.2,90.96,715.92,5,67,0,1,0
90.4,61.56,272.17,2,87,1,1,0
601.5,32.18,234.84,4,44,1,1,1
120.9,76.84,173.83,3,57,1,3,0
135.9,87.62,764.04,9,15,1,1,0
93.0,49.1,200.97,2,6,1,1,0
447.5,87.8,173.5,3,39,0,1,0
166.5,63.62,987.17,8,34,1,1,1
273.5,29.2,211.43,7,11,1,2,0
315.7,208.49,430.31,6,80,1,2,1
90.3,47.57,553.53,6,15,1,1,0
117.4,30.65,123.96,1,56,1,2,0
354.7,37.9,533.34,4,5,0,3,1
96.2,11.57,103.55,2,12,1,1,0
299.3,50.03,205.35,4,32,0,1,0
524.4,127.25,271.5,4,10,0,1,0
190.7,66.91,151.16,2,103,1,1,0
258.6,35.6,651.46,5,27,1,3,1
309.3,57.58,83.94,4,44,0,1,0
350.6,14.82,109.04,1,28,1,1,0
105.5,57.9,97.22,2,18,0,3,0
24.5,48.36,538.85,4,57,0,1,0
107.5,102.0,122.51,2,1,0,1,0
216.6,72.88,179.76,2,19,0,2,0
122.7,31.6,376.65,6,70,1,2,0
263.8,100.32,75.29,1,3,1,2,0
94.5,120.27,175.78,2,8,1,1,0
196.3,74.29,585.9,5,107,1,3,1
52.1,51.5,142.79,4,105,0,2,0
264.1,42.21,328.95,5,16,1,3,1
157.0,144.14,1031.53,10,46,1,1,1
56.1,70.82,96.54,1,33,0,1,0
77.1,62.73,121.51,1,23,1,1,0
263.5,27.28,813.48,6,56,0,2,0
133.6,33.64,161.15,5,35,1,1,0
58.8,22.59,564.0,5,4,1,1,0
630.5,51.05,341.52,6,61,1,3,1
241.0,41.63,495.48,6,11,1,3,1
581.9,64.58,508.05,5,33,1,1,1
115.3,111.39,197.9,5,50,0,1,0
131.0,88.1,260.23,4,75,0,1,0
425.8,98.49,1175.13,8,86,1,2,1
149.0,109.76,75.44,2,86,1,2,0
236.1,35.43,123.33,4,36,1,2,0
67.3,46.01,515.14,4,33,1,3,1
121.5,42.09,303.93,4,1,1,3,0
38.7,90.8,215.45,2,3,0,4,0
56.5,26.7,119.49,2,17,0,1,0
15.2,130.78,183.19,4,52,0,3,0
22.2,44.92,142.87,3,30,1,2,0
696.2,27.93,90.85,2,9,1,1,1
65.0,46.12,312.64,6,5,1,2,0
210.9,48.06,195.03,4,21,1,1,0
343.9,52.4,377.34,3,81,1,1,0
159.0,53.88,357.31,4,2,0,1,0
44.9,109.17,292.73,5,21,1,2,0
249.4,71.57,324.29,5,2,1,1,1
180.0,27.7,578.06,4,10,0,2,0
251.5,47.46,131.71,3,101,1,3,0
279.3,41.3,541.11,4,4,0,2,0
682.0,61.14,347.35,3,2,1,4,1
168.4,55.99,399.0,4,3,1,1,1
90.2,154.45,404.53,4,39,1,3,0
203.2,98.23,74.98,1,1,1,4,1
27.8,83.16,308.2,4,17,1,2,0
424.8,14.02,370.47,3,101,0,1,0
37.9,95.95,752.47,6,3,1,1,1
86.5,17.41,659.75,7,89,0,1,0
319.5,43.74,719.5,6,5,1,2,1
178.7,47.32,375.92,3,5,0,1,0
105.0,106.74,189.52,3,31,0,2,0
130.4,30.84,202.07,2,10,0,2,0
362.0,52.49,229.96,3,1,1,1,1
89.8,23.82,196.52,6,46,1,3,1
381.8,79.36,730.1,7,16,0,2,1
31.6,44.02,385.49,4,79,0,2,0
284.9,65.1,166.69,5,11,0,1,0
353.6,9.23,146.03,5,37,1,2,1
51.1,28.58,157.36,3,13,0,1,0
116.3,66.3,1026.75,8,6,0,1,0
47.6,86.11,169.67,6,121,0,4,0
235.7,131.77,239.54,3,30,0,2,0
153.0,120.75,43.27,1,61,1,1,0
196.6,40.08,105.92,2,10,1,2,0
54.4,64.44,480.36,4,17,1,3,0
57.8,91.78,391.74,3,22,0,1,0
22.6,70.76,381.75,4,33,0,1,0
85.0,47.6,925.55,7,17,0,3,0
162.7,66.15,525.57,4,10,1,1,0
366.3,126.19,243.99,5,7,0,2,1
212.9,57.54,726.97,7,31,0,2,0
117.9,80.32,363.55,3,10,0,4,0
565.8,68.79,371.75,4,17,1,1,1
243.6,38.71,748.51,6,2,0,4,1
494.1,106.37,305.24,3,10,1,1,1
150.0,58.56,227.92,4,22,1,1,0
68.9,47.25,109.13,1,53,0,1,0
24.8,68.32,385.76,4,16,0,1,0
